1.Taxonomic Level;2.Taxonomic Level;3.Taxonomic Level;4.Taxonomic.Level;5.Taxonomic Level;Capture location;Capture location LAT;Capture location LONG;Date of Sample Collection;Device;File Name;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Hamburg, Germany;53,60090335;9,92640517;04/08/2021;Olympus SZ81;199l_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Hamburg, Germany;53,60090335;9,92640517;04/08/2021;Olympus SZ81;199r_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Hamburg, Germany;53,60090335;9,92640517;04/08/2021;Olympus SZ81;200l_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Hamburg, Germany;53,60090335;9,92640517;04/08/2021;Olympus SZ81;200r_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Hamburg, Germany;53,60090335;9,92640517;04/08/2021;Olympus SZ81;201l_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Hamburg, Germany;53,60090335;9,92640517;04/08/2021;Olympus SZ81;201r_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Hamburg, Germany;53,60090335;9,92640517;04/08/2021;Olympus SZ81;202l_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Hamburg, Germany;53,60090335;9,92640517;04/08/2021;Olympus SZ81;203l_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Hamburg, Germany;53,60090335;9,92640517;04/08/2021;Olympus SZ81;203r_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Hamburg, Germany;53,60090335;9,92640517;04/08/2021;Olympus SZ81;204l_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Hamburg, Germany;53,60090335;9,92640517;04/08/2021;Olympus SZ81;205l_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Hamburg, Germany;53,60090335;9,92640517;04/08/2021;Olympus SZ81;205r_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Hamburg, Germany;53,60090335;9,92640517;04/08/2021;Olympus SZ81;206r_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Hamburg, Germany;53,60090335;9,92640517;04/08/2021;Olympus SZ81;207l_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Hamburg, Germany;53,60090335;9,92640517;04/08/2021;Olympus SZ81;207r_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Hamburg, Germany;53,60090335;9,92640517;04/08/2021;Olympus SZ81;208r_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Hamburg, Germany;53,60090335;9,92640517;04/08/2021;Olympus SZ81;209l_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Hamburg, Germany;53,60090335;9,92640517;04/08/2021;Olympus SZ81;209r_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Hamburg, Germany;53,60090335;9,92640517;04/08/2021;Olympus SZ81;211l_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Hamburg, Germany;53,60090335;9,92640517;04/08/2021;Olympus SZ81;211r_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Hamburg, Germany;53,60090335;9,92640517;04/08/2021;Olympus SZ81;212l_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Hamburg, Germany;53,60090335;9,92640517;04/08/2021;Olympus SZ81;212r_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Hamburg, Germany;53,60090335;9,92640517;04/08/2021;Olympus SZ81;213l_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Hamburg, Germany;53,60090335;9,92640517;04/08/2021;Olympus SZ81;213r_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Hamburg, Germany;53,60090335;9,92640517;04/08/2021;Olympus SZ81;214r_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Hamburg, Germany;53,60090335;9,92640517;04/08/2021;Olympus SZ81;215l_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Hamburg, Germany;53,60090335;9,92640517;04/08/2021;Olympus SZ81;215r_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Hamburg, Germany;53,60090335;9,92640517;04/08/2021;Olympus SZ81;216r_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Regensburg, Germany;48,987164;12,139343;K42, 2021;Olympus SZ81;217l_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Regensburg, Germany;48,987164;12,139343;K42, 2021;Olympus SZ81;217r_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Regensburg, Germany;48,987164;12,139343;K42, 2021;Olympus SZ81;218l_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Regensburg, Germany;48,987164;12,139343;K42, 2021;Olympus SZ81;218r_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Regensburg, Germany;48,987164;12,139343;K42, 2021;Olympus SZ81;219l_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Regensburg, Germany;48,987164;12,139343;K42, 2021;Olympus SZ81;219r_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Regensburg, Germany;48,987164;12,139343;K42, 2021;Olympus SZ81;220l_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Regensburg, Germany;48,987164;12,139343;K42, 2021;Olympus SZ81;220r_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Regensburg, Germany;48,987164;12,139343;K42, 2021;Olympus SZ81;221r_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Regensburg, Germany;48,987164;12,139343;K42, 2021;Olympus SZ81;222l_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Regensburg, Germany;48,987164;12,139343;K42, 2021;Olympus SZ81;222r_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Regensburg, Germany;48,987164;12,139343;K42, 2021;Olympus SZ81;223l_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Regensburg, Germany;48,987164;12,139343;K42, 2021;Olympus SZ81;223r_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Regensburg, Germany;48,987164;12,139343;K42, 2021;Olympus SZ81;224l_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Regensburg, Germany;48,987164;12,139343;K42, 2021;Olympus SZ81;224r_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Regensburg, Germany;48,987164;12,139343;K42, 2021;Olympus SZ81;225l_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Regensburg, Germany;48,987164;12,139343;K42, 2021;Olympus SZ81;226l_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Regensburg, Germany;48,987164;12,139343;K42, 2021;Olympus SZ81;226r_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Regensburg, Germany;48,987164;12,139343;K42, 2021;Olympus SZ81;227l_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Regensburg, Germany;48,987164;12,139343;K42, 2021;Olympus SZ81;227r_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Regensburg, Germany;48,987164;12,139343;K42, 2021;Olympus SZ81;228l_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Regensburg, Germany;48,987164;12,139343;K42, 2021;Olympus SZ81;228r_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Regensburg, Germany;48,987164;12,139343;K42, 2021;Olympus SZ81;229l_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Regensburg, Germany;48,987164;12,139343;K42, 2021;Olympus SZ81;230l_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Regensburg, Germany;48,987164;12,139343;K42, 2021;Olympus SZ81;230r_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Regensburg, Germany;48,987164;12,139343;K42, 2021;Olympus SZ81;231l_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Regensburg, Germany;48,987164;12,139343;K42, 2021;Olympus SZ81;231r_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Regensburg, Germany;48,987164;12,139343;K42, 2021;Olympus SZ81;232r_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Regensburg, Germany;48,987164;12,139343;K42, 2021;Olympus SZ81;234l_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Regensburg, Germany;48,987164;12,139343;K42, 2021;Olympus SZ81;234r_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Regensburg, Germany;48,987164;12,139343;K42, 2021;Olympus SZ81;235l_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Regensburg, Germany;48,987164;12,139343;K42, 2021;Olympus SZ81;235r_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Regensburg, Germany;48,987164;12,139343;K42, 2021;Olympus SZ81;236l_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Regensburg, Germany;48,987164;12,139343;K42, 2021;Olympus SZ81;237l_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Regensburg, Germany;48,987164;12,139343;K42, 2021;Olympus SZ81;237r_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Hamburg, Germany;53,54668303;9,966042193;09/07/2021;Olympus SZ81;238r_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Hamburg, Germany;53,54668303;9,966042193;09/07/2021;Olympus SZ81;239l_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Hamburg, Germany;53,54668303;9,966042193;09/07/2021;Olympus SZ81;239r_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Hamburg, Germany;53,54668303;9,966042193;09/07/2021;Olympus SZ81;240r_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Hamburg, Germany;53,54668303;9,966042193;09/07/2021;Olympus SZ81;241l_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Hamburg, Germany;53,54668303;9,966042193;09/07/2021;Olympus SZ81;241r_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Hamburg, Germany;53,54668303;9,966042193;09/07/2021;Olympus SZ81;242l_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Hamburg, Germany;53,54668303;9,966042193;09/07/2021;Olympus SZ81;242r_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Hamburg, Germany;53,54668303;9,966042193;09/07/2021;Olympus SZ81;244l_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Hamburg, Germany;53,54668303;9,966042193;09/07/2021;Olympus SZ81;244r_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Hamburg, Germany;53,54668303;9,966042193;09/07/2021;Olympus SZ81;245l_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Hamburg, Germany;53,54668303;9,966042193;09/07/2021;Olympus SZ81;245r_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Hamburg, Germany;53,54668303;9,966042193;09/07/2021;Olympus SZ81;246l_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Hamburg, Germany;53,54668303;9,966042193;09/07/2021;Olympus SZ81;246r_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Hamburg, Germany;53,54668303;9,966042193;09/07/2021;Olympus SZ81;247l_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Hamburg, Germany;53,54668303;9,966042193;09/07/2021;Olympus SZ81;247r_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Hamburg, Germany;53,54668303;9,966042193;09/07/2021;Olympus SZ81;248l_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Hamburg, Germany;53,54668303;9,966042193;09/07/2021;Olympus SZ81;248r_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Hamburg, Germany;53,54668303;9,966042193;09/07/2021;Olympus SZ81;249r_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Hamburg, Germany;53,54668303;9,966042193;09/07/2021;Olympus SZ81;250l_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Hamburg, Germany;53,54668303;9,966042193;09/07/2021;Olympus SZ81;251r_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Hamburg, Germany;53,54668303;9,966042193;09/07/2021;Olympus SZ81;252l_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Hamburg, Germany;53,54668303;9,966042193;09/07/2021;Olympus SZ81;252r_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Hamburg, Germany;53,54668303;9,966042193;09/07/2021;Olympus SZ81;253r_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Hamburg, Germany;53,60090335;9,92640517;07/08/2021;Olympus SZ81;254l_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Hamburg, Germany;53,60090335;9,92640517;07/08/2021;Olympus SZ81;254r_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Hamburg, Germany;53,60090335;9,92640517;07/08/2021;Olympus SZ81;255l_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Hamburg, Germany;53,60090335;9,92640517;07/08/2021;Olympus SZ81;255r_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Hamburg, Germany;53,60090335;9,92640517;07/08/2021;Olympus SZ81;256l_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Hamburg, Germany;53,60090335;9,92640517;07/08/2021;Olympus SZ81;256r_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Hamburg, Germany;53,60090335;9,92640517;07/08/2021;Olympus SZ81;257l_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Hamburg, Germany;53,60090335;9,92640517;07/08/2021;Olympus SZ81;257r_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Hamburg, Germany;53,60090335;9,92640517;07/08/2021;Olympus SZ81;258l_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Hamburg, Germany;53,60090335;9,92640517;07/08/2021;Olympus SZ81;258r_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Hamburg, Germany;53,60090335;9,92640517;07/08/2021;Olympus SZ81;259l_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Hamburg, Germany;53,60090335;9,92640517;07/08/2021;Olympus SZ81;259r_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Hamburg, Germany;53,60090335;9,92640517;07/08/2021;Olympus SZ81;260l_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Hamburg, Germany;53,60090335;9,92640517;07/08/2021;Olympus SZ81;260r_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Hamburg, Germany;53,467754;9,831628;23/09/2021;Olympus SZ81;261l_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Hamburg, Germany;53,467754;9,831628;23/09/2021;Olympus SZ81;261r_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Hamburg, Germany;53,467754;9,831628;23/09/2021;Olympus SZ81;262l_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Hamburg, Germany;53,467754;9,831628;23/09/2021;Olympus SZ81;263l_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Hamburg, Germany;53,467754;9,831628;23/09/2021;Olympus SZ81;263r_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Hamburg, Germany;53,467754;9,831628;23/09/2021;Olympus SZ81;264l_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Hamburg, Germany;53,467754;9,831628;23/09/2021;Olympus SZ81;264r_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Hamburg, Germany;53,467754;9,831628;23/09/2021;Olympus SZ81;265l_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Hamburg, Germany;53,467754;9,831628;23/09/2021;Olympus SZ81;265r_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Hamburg, Germany;53,467754;9,831628;23/09/2021;Olympus SZ81;266l_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Hamburg, Germany;53,467754;9,831628;23/09/2021;Olympus SZ81;266r_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Hamburg, Germany;53,467754;9,831628;23/09/2021;Olympus SZ81;267l_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Hamburg, Germany;53,467754;9,831628;23/09/2021;Olympus SZ81;267r_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Hamburg, Germany;53,467754;9,831628;23/09/2021;Olympus SZ81;268l_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Hamburg, Germany;53,467754;9,831628;23/09/2021;Olympus SZ81;268r_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Weinheim, Germany;49,549877;8,66768;31/07/2021;Olympus SZ81;269r_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Weinheim, Germany;49,549877;8,66768;31/07/2021;Olympus SZ81;270l_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Weinheim, Germany;49,549877;8,66768;31/07/2021;Olympus SZ81;270r_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Weinheim, Germany;49,549877;8,66768;31/07/2021;Olympus SZ81;271l_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Weinheim, Germany;49,549877;8,66768;31/07/2021;Olympus SZ81;271r_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Weinheim, Germany;49,549877;8,66768;31/07/2021;Olympus SZ81;272r_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Weinheim, Germany;49,549877;8,66768;31/07/2021;Olympus SZ81;273l_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Weinheim, Germany;49,549877;8,66768;31/07/2021;Olympus SZ81;273r_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Hamburg, Germany;53,467754;9,831628;20/09/2021;Olympus SZ81;274l_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Hamburg, Germany;53,467754;9,831628;20/09/2021;Olympus SZ81;274r_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Hamburg, Germany;53,467754;9,831628;20/09/2021;Olympus SZ81;275l_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Hamburg, Germany;53,467754;9,831628;20/09/2021;Olympus SZ81;275r_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Hamburg, Germany;53,467754;9,831628;20/09/2021;Olympus SZ81;276l_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Hamburg, Germany;53,467754;9,831628;20/09/2021;Olympus SZ81;278l_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Hamburg, Germany;53,467754;9,831628;20/09/2021;Olympus SZ81;278r_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Hamburg, Germany;53,467754;9,831628;20/09/2021;Olympus SZ81;279l_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Hamburg, Germany;53,467754;9,831628;20/09/2021;Olympus SZ81;279r_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Hamburg, Germany;53,467754;9,831628;20/09/2021;Olympus SZ81;280r_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Hamburg, Germany;53,467754;9,831628;20/09/2021;Olympus SZ81;281l_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Hamburg, Germany;53,467754;9,831628;20/09/2021;Olympus SZ81;281r_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Hamburg, Germany;53,467754;9,831628;20/09/2021;Olympus SZ81;282l_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Hamburg, Germany;53,467754;9,831628;20/09/2021;Olympus SZ81;282r_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Hamburg, Germany;53,467754;9,831628;20/09/2021;Olympus SZ81;283l_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Hamburg, Germany;53,467754;9,831628;20/09/2021;Olympus SZ81;283r_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Hamburg, Germany;53,467754;9,831628;14/06/2021;Olympus SZ81;284l_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Hamburg, Germany;53,467754;9,831628;14/06/2021;Olympus SZ81;284r_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Hamburg, Germany;53,467754;9,831628;13/07/2021;Olympus SZ81;285r_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Hamburg, Germany;53,467754;9,831628;13/07/2021;Olympus SZ81;286l_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Hamburg, Germany;53,467754;9,831628;13/07/2021;Olympus SZ81;286r_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Hamburg, Germany;53,467754;9,831628;13/07/2021;Olympus SZ81;287r_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Hamburg, Germany;53,54668303;9,966042193;22/06/2021;Olympus SZ81;289l_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Hamburg, Germany;53,54668303;9,966042193;22/06/2021;Olympus SZ81;289r_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Hamburg, Germany;53,54668303;9,966042193;22/06/2021;Olympus SZ81;290l_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Hamburg, Germany;53,54668303;9,966042193;22/06/2021;Olympus SZ81;290r_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Hamburg, Germany;53,54668303;9,966042193;22/06/2021;Olympus SZ81;291r_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Hamburg, Germany;53,54668303;9,966042193;22/06/2021;Olympus SZ81;292l_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Hamburg, Germany;53,54668303;9,966042193;11/06/2021;Olympus SZ81;293l_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Hamburg, Germany;53,54668303;9,966042193;11/06/2021;Olympus SZ81;293r_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Hamburg, Germany;53,54668303;9,966042193;11/06/2021;Olympus SZ81;294r_Culex_pipiens_Ba.tif;;;;;;;;
Culicidae;Culex;NA;pipiens s.l.;NA;Hamburg, Germany;53,54668303;9,966042193;11/06/2021;Olympus SZ81;295l_Culex_pipiens_Ba.tif;;;;;;;;
